comment,intent,sentiment,lead_score
"minh ung mau nay roi, sh chot don giup, dung mau minh can",buying_intent,positive,95
tr oi mau nay sale con nhieu hong a,ask_price,neutral,70
troi oi moi khui hang ra da thay vai mong hon minh nghi,complaint,negative,28
"troi oi shop rep tin nhan kha nhanh, mac len ton dang",other,neutral,21
chan vay mau nay bao nhieu de minh can nhac chot,ask_price,neutral,76
minh luu bai nay roi,other,positive,24
troi oi dep nay form rong hay om vay kkk,consult_request,neutral,61
"troi oi dang canh sale nha, xinh hon anh",other,neutral,40
e tuyen ctv online lam tai nha kkk,spam,negative,8
"con hang thi len don giup minh luon nha, dung mau minh can",buying_intent,positive,98
e minh dang tham khao them,other,neutral,22
"da con hang thi len don jup minh luon nha, dong goi ky <3",buying_intent,positive,85
ket ban zalo nhan qua ne <3,spam,negative,0
troi oi minh lay 2 cai dc khong shop :),buying_intent,positive,82
troi oi cho minh xin gia va phi ship luon nha,ask_price,neutral,70
troi oi mau nay sale con nhieu ko a,ask_price,neutral,69
troi oi tuyen ctv online lam tai nha,spam,negative,8
tui nay form rong hay om vay,consult_request,neutral,64
ui len don giup minh 1 cai chan vay mau hong,buying_intent,positive,96
ket ban zalo nhan qua ne,spam,negative,6
"ui shop rep tin nhan kha nhanh, ship nhanh ghe",other,positive,55
ui tui nay tam bao nhieu vay moi nguoi,ask_price,neutral,73
troi oi cho minh hoi 43kg 1m60 mac size gi vua a,consult_request,neutral,69
vay nay tam bao nhieu vay moi nguoi,ask_price,neutral,63
jay sneaker nay form rong hay om vay <3,consult_request,neutral,47
ui that su hoi buc vi form ngoai nho hon mo ta,complaint,negative,11
e set do mau nay bao nhieu de minh can nhac chot,ask_price,neutral,73
tuyen ctv online lam tai nha :),spam,negative,1
troi oi minh dang tham khao them,other,neutral,29
dam nay form rong hay om vay,consult_request,neutral,45
minh da nhan hang r ma mac len khong giong anh,complaint,negative,20
shop oi giay sneaker mau trang gia bao nhieu voi,ask_price,neutral,57
"con hang thi len don giup minh luon nha, ung qua troi",buying_intent,positive,97
da that su hoi buc vi form ngoai nho hon mo ta,complaint,negative,6
"e con hang thi len don giup minh luon nha, ship nhanh ghe :)",buying_intent,positive,92
ui ket ban zalo nhan qua ne kkk,spam,negative,4
"e nhin feedback thay cung on, chat vai on ap",other,negative,29
moi khui hang ra da thay jao sai mau,complaint,negative,16
"da bo nay phoi don gian ma xinh, mac len ton dang :(",other,positive,51
e minh cao 1m60 nang 43kg thi size m vua chua,consult_request,neutral,53
da nay con hang hong de minh chuyen khoan luon,buying_intent,positive,88
da cho mk dat giao ve tphcm nha,buying_intent,positive,96
da cho minh xin anh that cua vay voi,consult_request,neutral,70
"e dang canh sale nha, xinh hon anh",other,neutral,56
ui cho minh xin anh that cua quan jean voi,consult_request,neutral,48
"ui lan nay mua chua on lam, vai mong hon mk nghi <3",complaint,negative,16
e xin gia ao khoac chat jean voi <3,ask_price,neutral,66
cho minh xin gia va phi ship luon nha <3,ask_price,neutral,61
gia quan jean nay nhiu the shop oi kkk,ask_price,neutral,61
e pass acc gia re ai lay khong,spam,negative,0
da follow cheo khong moi nguoi :),spam,negative,8
da moi khui hang ra da thay nhan hang xong hoi that vong,complaint,negative,5
cho mk hoi ao so mi mau kem gia bao nhieu voi,ask_price,neutral,67
follow cheo hong moi nguoi kkk,spam,negative,4
troi oi cho mk hoi mau nay hop nguoi gay khong kkk,consult_request,neutral,56
ui mau nay sale con nhieu khong a,ask_price,neutral,71
tr oi anh chup de nhin do,other,neutral,47
ui de lai sdt nhan uu dai soc,spam,negative,2
da dang canh sale nha,other,positive,32
troi oi ib minh de dat set do voi,buying_intent,positive,83
ib mk voi 50kg 1m68 mac size j vua a,consult_request,neutral,67
troi oi nen lay mau nao de phoi do hon vay,consult_request,neutral,47
da minh doi kha lau ma cuoi cung lai nhan hang xong hoi that vong :(,complaint,negative,24
troi oi de lai sdt nhan uu dai soc <3,spam,negative,8
ui ja vay nay nhiu the shop oi haha,ask_price,neutral,63
ui mau nay sale con nhieu khong a kkk,ask_price,neutral,76
da follow cheo khong moi nguoi,spam,negative,6
that su hoi buc vi ship sai mau,complaint,negative,11
"da nhin feedback thay cung on, chat vai on ap",other,negative,48
ui vay mau nay bao nhieu de minh can nhac chot,ask_price,neutral,62
"da lan nay mua chua on lam, giao nham size",complaint,negative,30
ui con hang thi len don giup minh luon nha,buying_intent,positive,85
troi oi con hang thi len don jup mk luon nha,buying_intent,positive,96
"e minh ung mau nay roi, shop chot don giup, xinh hon anh",buying_intent,positive,90
cho mk hoi ao khoac mau do gia bao nhieu,ask_price,neutral,75
da anh chup de nhin do :(,other,positive,38
da bo nay phoi don jan ma xinh,other,positive,40
len don giup minh 1 cai vay mau trang,buying_intent,positive,90
cho minh dat ship ve hai phong nha kkk,buying_intent,positive,84
"bo nay phoi don gian ma xinh, chat vai on ap",other,neutral,31
ui cho minh xin anh that cua ao khoac voi,consult_request,neutral,72
"ui lan nay mua chua on lam, ship sai mau",complaint,negative,24
"da shop rep tin nhan kha nhanh, dong goi ky",other,neutral,19
ui dang canh sale nha,other,neutral,24
hoodie mau nay bn de minh can nhac chot,ask_price,neutral,69
cho minh xin ja va phi ship luon nha,ask_price,neutral,56
"ui dang canh sale nha, ship nhanh ghe",other,negative,42
e ai can tang follow ib minh nha kkk,spam,negative,3
e mk da 1m6 52kg thi nen lay size nao,consult_request,neutral,67
e pass acc gia re ai lay hong,spam,negative,6
troi oi shop oi mk nhan ao so mi ma ship qua lau,complaint,negative,21
cho minh hoi 70kg 1m70 mac size gi vua a,consult_request,neutral,58
ui minh chot tui mau trang size s nha,buying_intent,positive,92
troi oi ib minh voi dam mau kem gia bao nhieu nha :(,ask_price,neutral,70
"e cho minh dat giao ve can tho nha, dung mau minh can",buying_intent,positive,80
follow cheo khong moi nguoi :),spam,negative,4
anh chup de nhin do,other,positive,37
da ib minh de dat dep voi,buying_intent,positive,97
minh da nhan hang roi ma jao sai mau,complaint,negative,19
"lan nay mua chua on lam, ship sai mau",complaint,negative,7
ao thun mau be size m con gia nao vay,ask_price,neutral,62
"minh chot dam mau nau size xl nha, dung mau minh can",buying_intent,positive,97
e giay sneaker nay form rong hay om vay haha,consult_request,neutral,64
